"Pop","Days","Flowers"
"ONNO",112,0
"ONNO",113,0
"ONNO",114,0
"ONNO",115,0
"ONNO",116,0
"ONNO",117,0
"ONNO",118,0
"ONNO",119,0
"ONNO",120,0
"ONNO",121,0
"ONNO",122,0
"ONNO",123,0
"ONNO",124,0
"ONNO",125,0
"NYCH",0,0
"NYCH",1,0.615384615384615
"NYCH",2,1.23076923076923
"NYCH",3,1.84615384615385
"NYCH",4,2.46153846153846
"NYCH",5,3.07692307692308
"NYCH",6,3.69230769230769
"NYCH",7,4.30769230769231
"NYCH",8,4.92307692307692
"NYCH",9,5.53846153846154
"NYCH",10,6.15384615384615
"NYCH",11,6.76923076923077
"NYCH",12,7.38461538461539
"NYCH",13,8
"NYCH",14,6.4
"NYCH",15,4.8
"NYCH",16,3.2
"NYCH",17,1.6
"NYCH",18,0
"NYCH",19,175.8
"NYCH",20,351.6
"NYCH",21,527.4
"NYCH",22,703.2
"NYCH",23,879
"NYCH",24,734.2
"NYCH",25,589.4
"NYCH",26,444.6
"NYCH",27,299.8
"NYCH",28,155
"NYCH",29,221.8
"NYCH",30,288.6
"NYCH",31,355.4
"NYCH",32,422.2
"NYCH",33,489
"NYCH",34,488.4
"NYCH",35,487.8
"NYCH",36,487.2
"NYCH",37,486.6
"NYCH",38,486
"NYCH",39,388.8
"NYCH",40,291.6
"NYCH",41,194.4
"NYCH",42,97.2
"NYCH",43,0
"NYCH",44,47.8
"NYCH",45,95.6
"NYCH",46,143.4
"NYCH",47,191.2
"NYCH",48,239
"NYCH",49,251
"NYCH",50,263
"NYCH",51,275
"NYCH",52,287
"NYCH",53,299
"NYCH",54,245.6
"NYCH",55,192.2
"NYCH",56,138.8
"NYCH",57,85.4
"NYCH",58,32
"NYCH",59,25.6
"NYCH",60,19.2
"NYCH",61,12.8
"NYCH",62,6.4
"NYCH",63,0
"NYCH",64,0
"NYCH",65,0
"NYCH",66,0
"NYCH",67,0
"NYCH",68,0
"NYCH",69,0
"NYCH",70,0
"NYCH",71,0
"NYCH",72,0
"NYCH",73,0
"NYCH",74,0
"NYCH",75,0
"NYCH",76,0
"NYCH",77,0
"NYCH",78,0
"NYCH",79,0
"NYCH",80,0
"NYCH",81,0
"NYCH",82,0
"NYCH",83,0
"NYCH",84,0
"NYCH",85,0
"NYCH",86,0
"NYCH",87,0
"NYCH",88,0
"NYCH",89,0
"NYCH",90,0
"NYCH",91,0
"NYCH",92,0
"NYCH",93,0
"NYCH",94,0
"NYCH",95,0
"NYCH",96,0
"NYCH",97,0
"NYCH",98,0
"NYCH",99,0
"NYCH",100,0
"NYCH",101,0
"NYCH",102,0
"NYCH",103,0
"NYCH",104,0
"NYCH",105,0
"NYCH",106,0
"NYCH",107,0
"NYCH",108,0
"NYCH",109,0
"NYCH",110,0
"NYCH",111,0
"NYCH",112,0
"NYCH",113,0
"NYCH",114,0
"NYCH",115,0
"NYCH",116,0
"NYCH",117,0
"NYCH",118,0
"NYCH",119,0
"NYCH",120,0
"NYCH",121,0
"NYCH",122,0
"NYCH",123,0
"NYCH",124,0
"NYCH",125,0
"ONPG",0,0
"ONPG",1,0.615384615384615
"ONPG",2,1.23076923076923
"ONPG",3,1.84615384615385
"ONPG",4,2.46153846153846
"ONPG",5,3.07692307692308
"ONPG",6,3.69230769230769
"ONPG",7,4.30769230769231
"ONPG",8,4.92307692307692
"ONPG",9,5.53846153846154
"ONPG",10,6.15384615384615
"ONPG",11,6.76923076923077
"ONPG",12,7.38461538461539
"ONPG",13,8
"ONPG",14,6.4
"ONPG",15,4.8
"ONPG",16,3.2
"ONPG",17,1.6
"ONPG",18,0
"ONPG",19,175.8
"ONPG",20,351.6
"ONPG",21,527.4
"ONPG",22,703.2
"ONPG",23,879
"ONPG",24,734.2
"ONPG",25,589.4
"ONPG",26,444.6
"ONPG",27,299.8
"ONPG",28,155
"ONPG",29,221.8
"ONPG",30,288.6
"ONPG",31,355.4
"ONPG",32,422.2
"ONPG",33,489
"ONPG",34,488.4
"ONPG",35,487.8
"ONPG",36,487.2
"ONPG",37,486.6
"ONPG",38,486
"ONPG",39,388.8
"ONPG",40,291.6
"ONPG",41,194.4
"ONPG",42,97.2
"ONPG",43,0
"ONPG",44,47.8
"ONPG",45,95.6
"ONPG",46,143.4
"ONPG",47,191.2
"ONPG",48,239
"ONPG",49,251
"ONPG",50,263
"ONPG",51,275
"ONPG",52,287
"ONPG",53,299
"ONPG",54,245.6
"ONPG",55,192.2
"ONPG",56,138.8
"ONPG",57,85.4
"ONPG",58,32
"ONPG",59,25.6
"ONPG",60,19.2
"ONPG",61,12.8
"ONPG",62,6.4
"ONPG",63,0
"ONPG",64,0
"ONPG",65,0
"ONPG",66,0
"ONPG",67,0
"ONPG",68,0
"ONPG",69,0
"ONPG",70,0
"ONPG",71,0
"ONPG",72,0
"ONPG",73,0
"ONPG",74,0
"ONPG",75,0
"ONPG",76,0
"ONPG",77,0
"ONPG",78,0
"ONPG",79,0
"ONPG",80,0
"ONPG",81,0
"ONPG",82,0
"ONPG",83,0
"ONPG",84,0
"ONPG",85,0
"ONPG",86,0
"ONPG",87,0
"ONPG",88,0
"ONPG",89,0
"ONPG",90,0
"ONPG",91,0
"ONPG",92,0
"ONPG",93,0
"ONPG",94,0
"ONPG",95,0
"ONPG",96,0
"ONPG",97,0
"ONPG",98,0
"ONPG",99,0
"ONPG",100,0
"ONPG",101,0
"ONPG",102,0
"ONPG",103,0
"ONPG",104,0
"ONPG",105,0
"ONPG",106,0
"ONPG",107,0
"ONPG",108,0
"ONPG",109,0
"ONPG",110,0
"ONPG",111,0
"ONPG",112,0
"ONPG",113,0
"ONPG",114,0
"ONPG",115,0
"ONPG",116,0
"ONPG",117,0
"ONPG",118,0
"ONPG",119,0
"ONPG",120,0
"ONPG",121,0
"ONPG",122,0
"ONPG",123,0
"ONPG",124,0
"ONPG",125,0
"NJPT",0,0
"NJPT",1,0.615384615384615
"NJPT",2,1.23076923076923
"NJPT",3,1.84615384615385
"NJPT",4,2.46153846153846
"NJPT",5,3.07692307692308
"NJPT",6,3.69230769230769
"NJPT",7,4.30769230769231
"NJPT",8,4.92307692307692
"NJPT",9,5.53846153846154
"NJPT",10,6.15384615384615
"NJPT",11,6.76923076923077
"NJPT",12,7.38461538461539
"NJPT",13,8
"NJPT",14,6.4
"NJPT",15,4.8
"NJPT",16,3.2
"NJPT",17,1.6
"NJPT",18,0
"NJPT",19,175.8
"NJPT",20,351.6
"NJPT",21,527.4
"NJPT",22,703.2
"NJPT",23,879
"NJPT",24,734.2
"NJPT",25,589.4
"NJPT",26,444.6
"NJPT",27,299.8
"NJPT",28,155
"NJPT",29,221.8
"NJPT",30,288.6
"NJPT",31,355.4
"NJPT",32,422.2
"NJPT",33,489
"NJPT",34,488.4
"NJPT",35,487.8
"NJPT",36,487.2
"NJPT",37,486.6
"NJPT",38,486
"NJPT",39,388.8
"NJPT",40,291.6
"NJPT",41,194.4
"NJPT",42,97.2
"NJPT",43,0
"NJPT",44,47.8
"NJPT",45,95.6
"NJPT",46,143.4
"NJPT",47,191.2
"NJPT",48,239
"NJPT",49,251
"NJPT",50,263
"NJPT",51,275
"NJPT",52,287
"NJPT",53,299
"NJPT",54,245.6
"NJPT",55,192.2
"NJPT",56,138.8
"NJPT",57,85.4
"NJPT",58,32
"NJPT",59,25.6
"NJPT",60,19.2
"NJPT",61,12.8
"NJPT",62,6.4
"NJPT",63,0
"NJPT",64,0
"NJPT",65,0
"NJPT",66,0
"NJPT",67,0
"NJPT",68,0
"NJPT",69,0
"NJPT",70,0
"NJPT",71,0
"NJPT",72,0
"NJPT",73,0
"NJPT",74,0
"NJPT",75,0
"NJPT",76,0
"NJPT",77,0
"NJPT",78,0
"NJPT",79,0
"NJPT",80,0
"NJPT",81,0
"NJPT",82,0
"NJPT",83,0
"NJPT",84,0
"NJPT",85,0
"NJPT",86,0
"NJPT",87,0
"NJPT",88,0
"NJPT",89,0
"NJPT",90,0
"NJPT",91,0
"NJPT",92,0
"NJPT",93,0
"NJPT",94,0
"NJPT",95,0
"NJPT",96,0
"NJPT",97,0
"NJPT",98,0
"NJPT",99,0
"NJPT",100,0
"NJPT",101,0
"NJPT",102,0
"NJPT",103,0
"NJPT",104,0
"NJPT",105,0
"NJPT",106,0
"NJPT",107,0
"NJPT",108,0
"NJPT",109,0
"NJPT",110,0
"NJPT",111,0
"NJPT",112,0
"NJPT",113,0
"NJPT",114,0
"NJPT",115,0
"NJPT",116,0
"NJPT",117,0
"NJPT",118,0
"NJPT",119,0
"NJPT",120,0
"NJPT",121,0
"NJPT",122,0
"NJPT",123,0
"NJPT",124,0
"NJPT",125,0
