"Num","Fam","Pop","Lat","Start","Duration","Veg","PC1","HinfW","TotFlwr","Peak","Var","Skew","Kurt"
258,"G15","ONPG",44.5948889,11,49,116,-0.5132988,41.14,4401,40.0093160645308,1142.43305299232,-1.00358961754068,1.00999993072982
259,"S15","NJPT",40.34025,51,15,189.5,4.01107286,36.49,765,65.5816993464052,2150.04382124187,-1.0414555688488,1.1155672544752
260,"M11","NYCH",42.2382222,21,44,141,0.81114137,92.65,9022,44.8300820217247,1400.56040939276,-1.00872643157772,1.02363135178128
261,"A13","ONTI",48.4789167,13,60,108,-0.6278092,31.5,4353,40.1238226510453,1073.3192297131,-1.01674437105194,1.04521035124212
262,"T8","MDDB",38.7526111,8,39,NA,NA,NA,518,31.3108108108108,502.602627822044,-1.03721281806539,1.09874965653916
263,"B3","ONEC",47.6908056,8,40,80,-1.7423889,2.52,381,28.4330708661417,557.847929444474,-1.00777280616689,1.02134762993361
264,"I2","ONWH",45.49,8,40,72,-1.9758649,4.58,576,27.9479166666667,504.420872367786,-1.01175143557943,1.03237859245434
266,"L9","NYSC",42.5230556,17,54,134,0.36891878,43.55,3986,49.4347717009533,1649.35287182966,-1.01443551645007,1.03889890591014
267,"J14","NYLV",43.6971944,16,52,130,0.19269802,4.72,9153,42.7682726974762,1265.27352535376,-1.00940367661999,1.02564667732003
268,"E14","ONNO",45.4319444,24,27,100,-0.2069745,1.74,174,36.5574712643678,814.875867877595,-1.0125917160874,1.03430469965661
269,"B2","ONEC",47.6908056,8,35,86,-1.567282,8.04,654,27.9847094801223,471.938482558792,-1.01615474895493,1.0445340113439
270,"L14","NYSC",42.5230556,35,38,130,1.32287094,17.45,1564,59.3158567774936,1835.60854037787,-1.04351641590555,1.12331322106073
271,"M5","NYCH",42.2382222,22,44,145,0.98736213,36.12,3444,47.8144599303136,1464.81545339565,-1.01442428494726,1.03956193969791
274,"T7","MDDB",38.7526111,32,47,138,1.37789853,38.23,1787,57.5595970900951,1577.39128788871,-1.11061636232578,1.30200196095839
275,"G3","ONPG",44.5948889,13,49,100,-0.8612851,25.9,4188,42.3708213944604,1234.22135603198,-1.01624089624001,1.04334061655126
276,"A20","ONTI",48.4789167,9,32,107,-0.8949248,7.79,941,32.6928799149841,510.425636727221,-1.04013149495487,1.11326888767696
277,"P20","NJHP",41.3128333,41,49,167,2.75959391,28.82,2712,63.6069321533923,2745.27809625809,-1.01623665945286,1.04365817201481
278,"H15","ONDM",44.4933889,13,38,109,-0.5986247,4.16,1104,38.2807971014493,968.293261863818,-1.03339335003568,1.08554280307172
279,"F8","ONRO",45.2627778,29,31,113,0.46983784,0,4,32.75,201.984375,-1.54361865743315,2.64177662728365
280,"M19","NYCH",42.2382222,11,44,114,-0.5716678,88.47,8664,39.5122345337027,1047.11612618095,-1.0158751079421,1.04271237771457
282,"J14","NYLV",43.6971944,16,49,82,-1.2081577,36.91,3235,45.7187017001546,1447.59628737677,-1.00905027841771,1.02464175255783
283,"J15","NYLV",43.6971944,17,49,130,0.25218081,112.09,9787,45.2379687340349,1436.91390156537,-1.00837131135583,1.02287264651871
285,"J3","NYLV",43.6971944,21,48,158,1.30727776,143.2,8187,51.490411628191,1601.58971394935,-1.01858182891626,1.05037450842856
287,"E9","ONNO",45.4319444,13,60,100,-0.8612851,1.07,377,37.6816976127321,1042.95772449256,-1.00785576121611,1.02095547604801
288,"I20","ONWH",45.49,11,44,85,-1.4180181,1.75,409,35.0831295843521,823.839072650094,-1.01933693372961,1.05169725167279
289,"B20","ONEC",47.6908056,8,40,74,-1.9174959,0,111,27.7297297297297,421.752181692284,-1.01900688075129,1.05275147521086
290,"G11","ONPG",44.5948889,21,39,122,0.256636,9.47,1259,40.9205718824464,1113.73737669727,-1.01799924491546,1.04819255614592
291,"L8","NYSC",42.5230556,29,39,133,1.05352771,14.04,1397,52.765211166786,1640.52293254349,-1.02120695801346,1.05963635677911
293,"S3","NJPT",40.34025,34,42,155,1.99300049,31,2620,57.3225190839695,2006.44008896242,-1.01880090138358,1.05115759741229
294,"G8","ONPG",44.5948889,13,54,117,-0.3651487,7.38,669,41.2959641255605,1155.86236424173,-1.01487440098826,1.04088916051731
295,"P2","NJHP",41.3128333,11,58,111,-0.6592213,13.58,2045,51.3129584352078,1853.96277981065,-1.01311728990333,1.03541849490016
296,"F20","ONRO",45.2627778,62,9,NA,NA,NA,48,66.7916666666667,178.175130208333,-4.64453653205868,22.3093208615118
297,"M17","NYCH",42.2382222,16,44,127,0.10514454,28.33,1749,44.8765008576329,1187.01384490961,-1.02194326463626,1.06197914145845
298,"P5","NJHP",41.3128333,33,39,148,1.72922625,24.45,1825,57.2219178082192,1593.27124952191,-1.12184379379531,1.32393101980898
299,"G1","ONPG",44.5948889,17,34,112,-0.2731401,2.18,316,33.7405063291139,753.996301256087,-1.00692692886661,1.01929313132998
300,"G2","ONPG",44.5948889,17,32,117,-0.1272176,6.44,715,32.6013986013986,464.435941898778,-1.19302821785227,1.5261345286422
303,"H1","ONDM",44.4933889,16,39,112,-0.3326229,15,883,32.6534541336353,736.907439926243,-1.01728835802775,1.04520635408402
304,"B7","ONEC",47.6908056,17,25,93,-0.8276454,0,396,32.3156565656566,423.317144074275,-1.1054702481359,1.31896936878171
305,"H9","ONDM",44.4933889,17,40,107,-0.4190625,4.37,512,39.197265625,994.824284143746,-1.01821130839678,1.0491630168308
306,"F4","ONRO",45.2627778,20,34,135,0.57655163,0.54,135,34.7407407407407,845.602032210537,-1.01122507387833,1.02950559370146
307,"P9","NJHP",41.3128333,60,29,159,3.65629088,5.53,127,72.4409448818898,2033.2334089865,-1.22991270369102,1.63587931417542
309,"J12","NYLV",43.6971944,29,34,131,0.99515872,11.43,1312,52.8071646341463,1407.13933445771,-1.07148921316465,1.20122576673126
311,"A11","ONTI",48.4789167,8,55,86,-1.567282,2.78,531,36.6723163841808,941.895487636424,-1.01137158949816,1.03075769162532
313,"I17","ONWH",45.49,9,44,74,-1.8580131,NA,90,23.1666666666667,375.875447187929,-1.00760272309225,1.02055336433351
314,"I9","ONWH",45.49,18,30,98,-0.6222402,0.12,143,33.1048951048951,622.751883160118,-1.0459145030763,1.12274898000682
315,"J7","NYLV",43.6971944,25,39,182,2.24563674,29.46,3593,49.389089897022,1358.95552548598,-1.03869279337124,1.10541340355255
316,"P6","NJHP",41.3128333,20,59,120,0.13878423,5.6,971,53.0895983522142,2059.85605766255,-1.01420732101928,1.03759864804082
317,"A14","ONTI",48.4789167,21,40,102,-0.3270539,0.3,100,39.65,1007.406365,-1.04819502058952,1.12478833323586
319,"F17","ONRO",45.2627778,23,60,100,-0.2664573,0.23,29,27.6551724137931,249.042437164295,-1.20211798859582,1.55724501498495
320,"G3","ONPG",44.5948889,24,60,112,0.14323942,1.85,510,42.6078431372549,1188.46145811189,-1.01672970464392,1.04446087036192
321,"T14","MDDB",38.7526111,59,19,153,3.42170114,3.05,129,69.0387596899225,775.506459482487,-1.96866556051939,4.3010508321647
322,"L4","NYSC",42.5230556,33,34,138,1.43738132,12.06,1243,53.6637168141593,1600.1962774295,-1.05094642892157,1.13897705330878
324,"J13","NYLV",43.6971944,18,49,128.5,0.26788685,68.79,4375,48.2628571428571,1533.82820650635,-1.01458853584965,1.03980627905457
325,"A5","ONTI",48.4789167,9,60,95,-1.2451387,2.76,362,39.1795580110497,1137.59449137408,-1.00783280231096,1.02130991345321
326,"M14","NYCH",42.2382222,17,49,NA,NA,58.89,7110,43.9845288326301,1312.52615988232,-1.01596439970604,1.04285517948998
327,"J19","NYLV",43.6971944,16,49,120,-0.0991469,37.18,4768,47.6390520134228,1528.51075608675,-1.02225846894495,1.05971802207492
329,"P15","NJHP",41.3128333,23,57,142,0.95929144,25.47,3717,57.287059456551,2166.24501985713,-1.01840973753636,1.04985613319327
330,"S6","NJPT",40.34025,28,41,130,0.90649144,0,3,51.3333333333333,646.074074074074,-1.53685144622956,2.49703320287843
332,"F19","ONRO",45.2627778,16,60,80.5,-1.2519344,6.08,62,23.4193548387097,273.836368366285,-1.03347097979964,1.09426654370151
334,"L3","NYSC",42.5230556,8,59,NA,NA,5.44,665,51.1954887218045,1171.64068034975,-1.25101889708673,1.66676969277763
335,"L19","NYSC",42.5230556,21,54,124,0.31500499,10.4,1439,53.6824183460737,1820.30060975035,-1.02444003878084,1.06574418023042
336,"F10","ONRO",45.2627778,11,60,97,-1.0678042,0.55,70,20.7142857142857,256.839836734694,-1.01925818380331,1.05332187768747
340,"P10","NJHP",41.3128333,37,38,153,2.11307986,1.93,57,66.5614035087719,1776.98059861874,-1.10448091328177,1.29127957815581
341,"A16","ONTI",48.4789167,9,44,111,-0.7781869,1.74,467,31.8586723768737,739.179061083671,-1.00739739718726,1.01989031562194
342,"I2","ONWH",45.49,17,60,83,-1.1194904,0,43,23.5116279069767,288.640019117814,-1.02810720233915,1.07504330686576
343,"F9","ONRO",45.2627778,21,34,114,0.02316005,0.65,51,40.1176470588235,798.740665354954,-1.12765062993535,1.34361879887755
344,"M8","NYCH",42.2382222,20,52,131,0.45981366,90.42,12213,49.27699991812,1668.9041209218,-1.01297399973672,1.03543720404305
345,"G19","ONPG",44.5948889,13,48,103,-0.7737317,3.01,822,41.3211678832117,427.869725652863,-1.62167934216496,2.88012392548493
346,"G17","ONPG",44.5948889,17,40,92,-0.8568299,1.78,333,29.4474474474474,502.696571960863,-1.02687138237001,1.07374323714185
348,"E5","ONNO",45.4319444,17,27,94,-0.798461,0.71,258,29.8294573643411,519.644866233535,-1.01474786316591,1.04137438092624
349,"H4","ONDM",44.4933889,21,39,119,0.16908252,24.41,5197,42.5508947469694,1150.32683207706,-1.00895366997813,1.02508223978154
351,"M17","NYCH",42.2382222,30,59,118,0.6752431,6.36,12,38.3333333333333,206.018518518519,-2.12272222000825,4.86014392122207
352,"L9","NYSC",42.5230556,30,34,110,0.44176715,0,35,40,720.753352769679,-1.07148050746271,1.20256292701584
353,"H10","ONDM",44.4933889,16,39,120,-0.0991469,0.5,99,40.4949494949495,895.333265313063,-1.07175462040738,1.19513578002321
354,"J7","NYLV",43.6971944,34,34,NA,NA,29.28,643,49.4665629860031,1158.46159628527,-1.06574857463875,1.18180027039422
355,"L5","NYSC",42.5230556,30,40,126,0.90871904,24.82,1374,54.9708879184862,1579.27618532251,-1.07006144565697,1.19461978380078
357,"H11","ONDM",44.4933889,16,45,100,-0.6828368,14.25,1592,43.6193467336683,1275.85745538267,-1.00715655088923,1.01985098370062
359,"M7","NYCH",42.2382222,21,40,144,0.89869485,18.39,2902,44.9317711922812,1186.39074864366,-1.02897033713917,1.07997447453857
361,"H14","ONDM",44.4933889,16,44,94,-0.8579437,21.7,2444,44.6006546644845,1240.06707764512,-1.02991273776775,1.08044971011806
362,"E2","ONNO",45.4319444,17,60,75,-1.3529663,0.75,184,27.5434782608696,459.900828380558,-1.01064035413638,1.03001500880847
363,"S14","NJPT",40.34025,62,60,147,3.42504253,1.61,206,68.7961165048544,1385.36035029792,-1.07915592079249,1.25213078105738
364,"G19","ONPG",44.5948889,14,39,96,-0.9185403,0,47,41.4468085106383,876.525066700057,-1.08629616011482,1.24486993279388
367,"B19","ONEC",47.6908056,17,60,NA,NA,NA,66,19.8787878787879,145.351677936389,-1.08740914880353,1.25603688324962
368,"S12","NJPT",40.34025,49,34,173,3.41056315,22.65,852,61.0892018779343,1841.51213065383,-1.0851510996636,1.2324307349263
369,"H10","ONDM",44.4933889,17,44,112,-0.2731401,20.38,3571,43.4099691963036,1280.76348379094,-1.01217726571958,1.03307580071783
370,"H11","ONDM",44.4933889,11,60,100,-0.9802507,14.72,1414,37.7751060820368,1001.23710160398,-1.02498348616472,1.06582384814282
371,"S3","NJPT",40.34025,37,49,158,2.25900233,23.63,1501,64.9780146568954,2344.07232718872,-1.04836522348628,1.13431305593811
372,"P5","NJHP",41.3128333,43,35,158,2.61589904,56.71,6002,59.1104631789404,2197.77778946477,-1.01945311612589,1.05181500541182
373,"F12","ONRO",45.2627778,17,32,125,0.10625834,NA,13,25.8461538461538,400.129267182522,-1.01304409059455,1.0351792946051
374,"L6","NYSC",42.5230556,16,62,122,-0.0407779,38.56,2363,51.0465509944985,1783.94604619064,-1.00709757163493,1.01940397495072
375,"F13","ONRO",45.2627778,23,16,94,-0.4415642,0,23,29.0869565217391,305.980767650201,-1.08329433420848,1.24725019796293
376,"G13","ONPG",44.5948889,17,44,115,-0.1855866,17.62,2190,44.4954337899543,1098.75867453712,-1.07941732738052,1.20919672879102
377,"J13","NYLV",43.6971944,29,41,140,1.25781916,36.14,2197,53.1397360036413,1392.17789072729,-1.06746603811087,1.18457624478165
378,"A1","ONTI",48.4789167,18,43,106,-0.3887642,3.35,330,43.5454545454545,1218.23993750174,-1.01799439091621,1.0487238811072
379,"P3","NJHP",41.3128333,20,45,NA,NA,24.61,2472,52.6881067961165,1509.5862986111,-1.09325325290576,1.24465690331804
380,"E9","ONNO",45.4319444,16,35,107,-0.4785453,1.17,305,35.2950819672131,760.651263039638,-1.02770083067052,1.07460345526622
381,"M3","NYCH",42.2382222,22,44,138,0.78307068,43.61,3493,49.2659604924134,1387.4171779911,-1.02664652541746,1.07527291240166
383,"A2","ONTI",48.4789167,11,50,97,-1.0678042,1.96,559,37.8872987477639,1065.41125968938,-1.00758082181504,1.02032566941024
385,"P16","NJHP",41.3128333,23,55,142,0.95929144,40.11,5749,54.652461297617,1967.80097279681,-1.01574558859202,1.04310930002312
388,"I7","ONWH",45.49,63,22,145,3.42615633,0.31,35,72.1428571428571,3206.0629271137,-1.01085393745112,1.02828874095093
390,"G6","ONPG",44.5948889,8,53,107,-0.9544076,17.77,4482,36.4515841142347,856.653819940584,-1.01286258957204,1.03481215476727
391,"T10","MDDB",38.7526111,30,44,99,0.12073772,14.31,1037,58.6885245901639,1914.70931872805,-1.04294974063514,1.11592522151665
392,"H13","ONDM",44.4933889,13,50,130,0.01424966,94.88,7961,47.4956663735712,1288.05875929294,-1.023412269779,1.06440425365982
394,"I9","ONWH",45.49,17,20,85,-1.0611214,2.17,328,25.6432926829268,285.546244664407,-1.04845469306007,1.13536946176471
395,"G6","ONPG",44.5948889,11,48,120,-0.3965608,27.83,3119,36.0448861814684,960.487855388432,-1.00674632507675,1.0182990977278
397,"E20","ONNO",45.4319444,8,35,75,-1.8883114,9.68,638,26.7147335423197,460.11028242493,-1.01112275025021,1.03099520329628
399,"H5","ONDM",44.4933889,13,48,122,-0.2192263,51.47,3983,38.6226462465478,973.93011929202,-1.01657368167654,1.04508563326746
400,"E8","ONNO",45.4319444,11,49,110,-0.6884058,37.62,2194,38.1604375569736,977.912405298382,-1.0285798690058,1.07648982998157
402,"P10","NJHP",41.3128333,43,28,158,2.61589904,40.1,2096,55.1230916030534,1620.88229284295,-1.02813504998595,1.07738937540357
403,"H18","ONDM",44.4933889,14,50,89,-1.1228318,14.15,2132,43.3503752345216,1159.43797772134,-1.01892210534369,1.05281921208529
404,"B8","ONEC",47.6908056,8,35,60,-2.3260788,13.19,957,28.4336468129572,497.772336403125,-1.01046789803424,1.02884365699468
405,"S14","NJPT",40.34025,49,60,134,2.27236791,29.56,2877,72.5888077858881,3682.65331137755,-1.0068502428816,1.01850920892325
406,"S7","NJPT",40.34025,41,38,NA,NA,42.14,2320,60.0129310344828,1933.90178113324,-1.04058199782458,1.11414417623206
407,"E13","ONNO",45.4319444,9,44,112,-0.7490024,14.87,1001,33.7952047952048,802.247352011662,-1.00659902857551,1.0181836857064
408,"T10","MDDB",38.7526111,37,48,132,1.5002055,6.97,542,62.2121771217712,2232.09069029657,-1.04320375598918,1.11764093942374
410,"F10","ONRO",45.2627778,23,44,155,1.33868985,87.44,7578,49.9055159672737,1458.07385852537,-1.01622309192429,1.04527756024469
411,"T6","MDDB",38.7526111,17,62,100,-0.623354,58.78,4372,56.9725526075023,2101.96569970112,-1.02291917035138,1.06284950147229
413,"E2","ONNO",45.4319444,18,43,101,-0.5346867,4.51,429,35.5641025641026,908.236394877502,-1.00618055765888,1.01625689824327
414,"H19","ONDM",44.4933889,13,39,122,-0.2192263,16.61,526,37.6958174904943,933.691583041745,-1.01425696933382,1.03875174450134
415,"F5","ONRO",45.2627778,11,49,125,-0.2506384,22.62,2707,37.7085334318434,980.975982356797,-1.0164558980375,1.04435725251836
416,"F4","ONRO",45.2627778,21,34,117,0.11071353,7.71,159,32.9811320754717,723.707924438743,-1.01448130117474,1.03866361864461
417,"B6","ONEC",47.6908056,8,35,70,-2.0342339,0,335,25.4477611940299,260.220208682584,-1.07050075528568,1.19835480290323
422,"P3","NJHP",41.3128333,28,39,136,1.0815984,19.73,1966,53.2110885045778,1520.86885907456,-1.03541628499782,1.09822142740878
423,"G20","ONPG",44.5948889,11,43,98,-1.0386197,3.69,697,32.5351506456241,813.436416020911,-1.00379548380532,1.01025844907072
424,"J4","NYLV",43.6971944,8,65,106,-0.9835921,3.61,603,29.1940298507463,595.218162264555,-1.00730377336158,1.0198979908435
425,"L19","NYSC",42.5230556,30,45,140,1.31730195,47.75,3055,57.4500818330606,1770.33764463224,-1.027821341658,1.07774782867633
427,"L19","NYSC",42.5230556,14,49,98,-0.8601713,0.52,26,42.6538461538462,1322.00039827037,-1.01011940782583,1.02723748462967
428,"J1","NYLV",43.6971944,32,34,157,1.93240391,75.84,3192,51.0115914786967,1378.65522744905,-1.02964187718858,1.08109734602888
430,"A19","ONTI",48.4789167,18,45,126,0.19492562,18.39,2098,41.9918970448046,1099.55407684678,-1.02357615038228,1.06371924526578
431,"M10","NYCH",42.2382222,24,39,126,0.55182233,45.92,2140,49.8504672897196,1333.94049052278,-1.03124209420007,1.08497678117064
432,"G5","ONPG",44.5948889,13,50,122,-0.2192263,19.04,2875,40.8730434782609,851.565301555065,-1.04770932608183,1.13624684544622
434,"M1","NYCH",42.2382222,24,49,144,1.07714321,53.07,3430,52.0918367346939,1607.35705316799,-1.02089260293253,1.05812499977262
441,"S5","NJPT",40.34025,61,60,179,4.29946354,NA,115,81.1304347826087,2662.82938045533,-1.08655949257507,1.24141504720751
447,"J17","NYLV",43.6971944,21,50,149,1.04461732,86.66,5551,50.9639704557737,1694.52006337221,-1.0241948474022,1.06553784579508
448,"B14","ONEC",47.6908056,13,52,92,-1.0947611,0.61,175,28.8857142857143,527.027279860058,-1.02368188396051,1.06433336774377
450,"J18","NYLV",43.6971944,20,51,128,0.37226018,130.57,10233,52.6707710348871,1534.8538815067,-1.07445898710502,1.19766370669407
451,"T13","MDDB",38.7526111,28,47,147,1.40262783,56.24,3914,55.2138477261114,1551.90030076652,-1.05341233314517,1.14864455402008
452,"J17","NYLV",43.6971944,22,65,138,0.78307068,25.55,2399,59.0529387244685,2160.89450483087,-1.03930750544357,1.10651262404891
454,"I14","ONWH",45.49,14,39,84,-1.2687542,0,46,31.9347826086957,665.581316265308,-1.01773160033874,1.04823539093521
456,"J5","NYLV",43.6971944,28,39,108,0.26443259,4.75,264,53.2083333333333,1567.00432131012,-1.07160950360863,1.19060704069611
459,"E15","ONNO",45.4319444,23,40,97,-0.3540108,0,107,32.2056074766355,534.184622090816,-1.03419141756982,1.09584507372379
460,"T6","MDDB",38.7526111,21,48,117,0.11071353,64.9,4440,49.893018018018,1682.53194166166,-1.01432282607059,1.03937918822695
462,"B18","ONEC",47.6908056,11,32,87,-1.3596491,0.2,131,20.4274809160305,179.324306711783,-1.10839306717384,1.29267464519859
463,"M12","NYCH",42.2382222,21,48,120,0.19826701,8.91,644,46.0155279503106,1580.442671216,-1.00527722059506,1.01429427346875
466,"G7","ONPG",44.5948889,17,40,92,-0.8568299,7.63,953,37.8551941238195,990.668611844695,-1.01296465136648,1.0348974890623
467,"H6","ONDM",44.4933889,18,45,116,-0.0969193,5.25,840,43.6071428571429,1158.04442971196,-1.09157263061231,1.23297987731028
468,"P20","NJHP",41.3128333,28,43,124,0.73138448,13,1289,54.3964313421257,1414.46048622402,-1.079027938246,1.22755877918273
469,"M1","NYCH",42.2382222,14,45,112,-0.4515884,65,3511,39.8430646539447,1025.16118492499,-1.02287957952322,1.06089683919087
472,"E6","ONNO",45.4319444,17,36,105,-0.4774315,0.79,106,37.0471698113207,922.609117761642,-1.01330767416009,1.0362417728739
473,"M14","NYCH",42.2382222,16,45,126,0.07596005,57.02,5123,44.0284989264103,1312.7222787812,-1.00994868430685,1.02698590791872
474,"H9","ONDM",44.4933889,13,49,134,0.13098764,NA,4345,43.9309551208285,1246.11749492894,-1.02931025812578,1.07808055416306
475,"G9","ONPG",44.5948889,16,39,153,0.86394137,8.43,2467,39.4981759221727,1019.44150168338,-1.01169915126202,1.03164450930485
476,"H12","ONDM",44.4933889,22,53,129,0.52041024,27.2,2917,56.3640726774083,1882.52905163022,-1.04879003826291,1.13169552819598
479,"B5","ONEC",47.6908056,8,40,102,-1.1003301,8,628,31.0493630573248,580.944887554869,-1.02808147453323,1.07547723659058
480,"P18","NJHP",41.3128333,16,60,135,0.33862049,32.15,2869,55.3865458347856,2018.43384267352,-1.02587085775409,1.06888857997996
481,"E19","ONNO",45.4319444,8,41,93,-1.3629905,7.73,1069,28.6735266604303,545.013235499896,-1.01216628527001,1.03285694916386
482,"F15","ONRO",45.2627778,16,27,87,-1.0622352,0,77,35.2207792207792,425.656769609207,-1.30742667684579,1.86398177362046
484,"A9","ONTI",48.4789167,14,49,127,-0.013821,11.07,2588,43.8299845440495,1262.29623579281,-1.01811354364488,1.04926290987578
485,"J10","NYLV",43.6971944,21,58,151,1.10298631,16.47,1606,46.9775840597758,1620.10534697961,-1.00397296154846,1.01084454137385
486,"E13","ONNO",45.4319444,13,48,100,-0.8612851,8.84,1134,36.8139329805996,981.095728600417,-1.01013691410136,1.02675250627639
487,"P12","NJHP",41.3128333,38,30,135,1.64724177,9.85,1528,54.5772251308901,1495.46017288113,-1.05119510140081,1.1435378988673
489,"M20","NYCH",42.2382222,10,57,115,-0.6019661,68.45,7295,41.1836874571624,1165.07821599523,-1.01151698132066,1.03086706938708
490,"J10","NYLV",43.6971944,29,39,149,1.5204796,37.55,3312,54.042270531401,1709.82291065083,-1.0233983436902,1.06412520979527
491,"J9","NYLV",43.6971944,24,43,124,0.49345334,35.53,2217,51.126747857465,1550.88123017521,-1.03830853216489,1.10480056708326
492,"L18","NYSC",42.5230556,18,50,119,-0.0093658,48.46,4476,47.7441912421805,1469.44461414812,-1.01813659016598,1.04902964566969
493,"H8","ONDM",44.4933889,17,40,103,-0.5358005,10.61,1110,33.6486486486487,806.574412753148,-1.00655279224794,1.01776950735394
494,"J19","NYLV",43.6971944,11,50,102,-0.9218817,25.83,2822,42.5644932671864,1219.80467483439,-1.00976225367761,1.02718878907202
495,"T20","MDDB",38.7526111,24,67,132,0.72692929,30.25,2395,62.8371607515658,2490.47081650884,-1.02187295158865,1.06057987496841
496,"A16","ONTI",48.4789167,13,47,100.5,-0.8466929,14.03,2587,34.1867027444917,774.967586932267,-1.00623685041147,1.01724275277573
