Num,Row,Fam,Pop,Lat,Start,End,Duration,Veg,PC1,HinfW,TotFlwr,d0,d5,d10,d15,d20,d25,d30,d35,d40,d45,d50,d55,d60
441,4d,S5,NJPT,40.34025,61,NA,NA,179,4.29946354,NA,115,3,0,0,19,59,34,0,0,0,0,0,0,0
442,4d,L1,NYSC,42.5230556,16,51,35,119,-0.1283314,17.68,2,2,0,0,0,0,0,0,0,0,0,0,0,0
446,4d,G18,ONPG,44.5948889,16,NA,NA,140,0.48454295,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0
447,4d,J17,NYLV,43.6971944,21,71,50,149,1.04461732,86.66,5551,34,155,159,433,666,0,1365,1582,860,284,13,0,0
448,4d,B14,ONEC,47.6908056,13,65,52,92,-1.0947611,0.61,175,4,27,16,52,46,23,7,0,0,0,0,0,0
449,4d,T6,MDDB,38.7526111,53,NA,NA,136,2.56866804,1.67,7,7,0,0,0,0,0,0,0,0,0,0,0,0
450,4d,J18,NYLV,43.6971944,20,71,51,128,0.37226018,130.57,10233,8,21,92,272,513,1421,1175,4471,2013,235,12,0,0
451,4d,T13,MDDB,38.7526111,28,75,47,147,1.40262783,56.24,3914,1,5,42,134,393,1286,1561,492,0,0,0,0,0
452,4e,J17,NYLV,43.6971944,22,87,65,138,0.78307068,25.55,2399,6,25,36,70,110,53,201,412,825,550,95,16,0
454,4e,I14,ONWH,45.49,14,53,39,84,-1.2687542,0,46,2,5,12,7,1,11,0,8,0,0,0,0,0
456,4e,J5,NYLV,43.6971944,28,67,39,108,0.26443259,4.75,264,2,10,3,25,30,64,110,20,0,0,0,0,0
459,4e,E15,ONNO,45.4319444,23,63,40,97,-0.3540108,0,107,5,38,40,17,7,0,0,0,0,0,0,0,0
460,4e,T6,MDDB,38.7526111,21,69,48,117,0.11071353,64.9,4440,22,65,111,235,363,1038,975,1003,500,128,0,0,0
462,4e,B18,ONEC,47.6908056,11,43,32,87,-1.3596491,0.2,131,2,39,68,16,6,0,0,0,0,0,0,0,0
463,4e,M12,NYCH,42.2382222,21,69,48,120,0.19826701,8.91,644,4,30,52,80,104,82,109,102,75,6,0,0,0
466,4e,G7,ONPG,44.5948889,17,57,40,92,-0.8568299,7.63,953,15,52,110,118,234,218,119,87,0,0,0,0,0
467,4e,H6,ONDM,44.4933889,18,63,45,116,-0.0969193,5.25,840,3,59,66,89,115,71,63,341,33,0,0,0,0
468,4e,P20,NJHP,41.3128333,28,71,43,124,0.73138448,13,1289,1,7,31,56,105,482,526,66,15,0,0,0,0
469,4e,M1,NYCH,42.2382222,14,59,45,112,-0.4515884,65,3511,2,28,112,347,623,754,1063,442,140,0,0,0,0
472,4e,E6,ONNO,45.4319444,17,53,36,105,-0.4774315,0.79,106,7,0,11,18,28,19,19,4,0,0,0,0,0
473,4e,M14,NYCH,42.2382222,16,61,45,126,0.07596005,57.02,5123,26,0,202,245,1118,878,961,593,1100,0,0,0,0
474,4e,H9,ONDM,44.4933889,13,62,49,134,0.13098764,NA,4345,14,24,106,158,455,505,792,1381,785,125,0,0,0
475,4f,G9,ONPG,44.5948889,16,55,39,153,0.86394137,8.43,2467,5,0,176,330,557,670,429,300,0,0,0,0,0
476,4f,H12,ONDM,44.4933889,22,75,53,129,0.52041024,27.2,2917,16,72,39,50,105,118,337,1132,663,362,23,0,0
479,4f,B5,ONEC,47.6908056,8,48,40,102,-1.1003301,8,628,5,0,24,90,151,212,109,37,0,0,0,0,0
480,4f,P18,NJHP,41.3128333,16,76,60,135,0.33862049,32.15,2869,3,0,52,33,49,100,284,520,572,876,294,75,11
481,4f,E19,ONNO,45.4319444,8,49,41,93,-1.3629905,7.73,1069,17,0,130,220,265,252,115,70,0,0,0,0,0
482,4f,F15,ONRO,45.2627778,16,43,27,87,-1.0622352,0,77,3,0,0,15,50,3,6,0,0,0,0,0,0
483,4f,P12,NJHP,41.3128333,25,NA,NA,114,0.2610912,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
484,4f,A9,ONTI,48.4789167,14,63,49,127,-0.013821,11.07,2588,1,24,41,132,258,384,750,542,412,44,0,0,0
485,4f,J10,NYLV,43.6971944,21,79,58,151,1.10298631,16.47,1606,4,30,0,354,305,304,203,160,100,98,36,12,0
486,4f,E13,ONNO,45.4319444,13,61,48,100,-0.8612851,8.84,1134,7,33,146,164,158,150,187,232,57,0,0,0,0
487,4f,P12,NJHP,41.3128333,38,68,30,135,1.64724177,9.85,1528,17,39,228,530,589,125,0,0,0,0,0,0,0
489,4f,M20,NYCH,42.2382222,10,67,57,115,-0.6019661,68.45,7295,2,46,263,1029,0,1451,1224,1341,0,1538,401,0,0
490,4f,J10,NYLV,43.6971944,29,68,39,149,1.5204796,37.55,3312,3,5,43,300,690,1098,864,309,0,0,0,0,0
491,4f,J9,NYLV,43.6971944,24,67,43,124,0.49345334,35.53,2217,5,61,95,96,180,476,776,491,37,0,0,0,0
492,4f,L18,NYSC,42.5230556,18,68,50,119,-0.0093658,48.46,4476,6,23,64,200,507,698,1360,758,848,12,0,0,0
493,4f,H8,ONDM,44.4933889,17,57,40,103,-0.5358005,10.61,1110,36,142,190,242,216,150,104,30,0,0,0,0,0
494,4f,J19,NYLV,43.6971944,11,61,50,102,-0.9218817,25.83,2822,4,55,66,63,78,592,614,555,557,238,0,0,0
495,4f,T20,MDDB,38.7526111,24,91,67,132,0.72692929,30.25,2395,3,7,9,17,32,64,256,566,698,553,110,40,40
496,4f,A16,ONTI,48.4789167,13,60,47,100.5,-0.8466929,14.03,2587,8,0,879,155,489,486,0,239,299,32,0,0,0
